1353717856 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353718166 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353719121 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353764031 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353800154 0 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353801274 0 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353803819 0 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353804415 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353804594 0 6 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353804776 0 7 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353805089 0 8 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353852459 0 8 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353853390 0 9 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353854772 0 10 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353857140 0 10 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353857928 0 10 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353858511 0 11 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1353867727 0 12 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363058945 0 12 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1363068492 0 12 0 0 0 7 0 0 0 1 0 0 0 0 0 0 0 1 0 0
1363081035 0 13 0 0 0 7 0 0 0 1 0 0 0 0 0 0 0 1 0 0
1363691391 0 13 0 0 0 7 0 0 0 2 0 0 0 0 0 0 0 1 0 0
1363691454 0 13 0 0 0 7 0 0 0 3 0 0 0 0 0 0 0 1 0 0
1363691498 0 13 0 0 0 7 0 0 0 4 0 0 0 0 0 0 0 1 0 0
1363692141 0 13 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1363694948 0 14 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1363705063 0 14 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1363705116 0 15 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1363713522 0 16 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1363862971 0 16 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1363945219 0 17 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1365556000 0 17 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1365611015 0 18 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 1 0 0
1365760795 0 18 0 0 0 7 0 0 0 5 0 0 0 1 0 0 0 1 0 0
1365761235 0 18 0 0 0 7 0 0 0 5 0 0 0 2 0 0 0 1 0 0
1367945754 0 18 0 0 0 7 0 0 0 5 0 0 0 2 1 0 0 1 0 0
1367945791 0 18 0 0 0 7 0 0 0 5 0 0 0 2 2 0 0 1 0 0
1368041258 0 19 0 0 0 7 0 0 0 5 0 0 0 2 2 0 0 1 0 0
1374217120 0 20 0 0 0 7 0 0 0 5 0 0 0 2 2 0 0 1 0 0
1375456969 1 20 0 0 0 7 0 0 0 5 0 0 0 2 2 0 0 1 0 0
